일자,평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 유의 파고(m),갈치(상) 어획량,갈치(중) 어획량,갈치(하) 어획량,고등어(상) 어획량,고등어(중) 어획량,고등어(하) 어획량,갈고등어 어획량,갑오징어 어획량,오징어A 어획량,갈치(상) 단가,갈치(중) 단가,갈치(하) 단가,고등어(상) 단가,고등어(중) 단가,고등어(하) 단가,갈고등어 단가,갑오징어 단가,오징어A 단가
2022-06-27,1011.6,98.0,23.7,21.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,1008.9,98.0,24.0,21.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5926.0
2022-06-29,1009.2,97.0,24.1,21.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,1013.3,99.0,23.3,22.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,1015.2,97.0,24.7,23.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6001.0
2022-07-02,1012.9,95.0,24.7,23.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3918.0
2022-07-04,1005.9,94.0,26.0,24.9,0.8,3120.0,9522.0,9732.0,126.0,2160.0,13572.0,51144.0,18.0,15272.0,7740.0,4866.0,1893.0,18651.0,9922.0,5769.0,3959.0,1944.0,2682.0
2022-07-05,1005.7,95.0,26.1,25.3,0.6,1782.0,0.0,0.0,198.0,2016.0,22320.0,22356.0,0.0,3208.0,10210.0,0.0,0.0,22677.0,9462.0,5805.0,3830.0,0.0,3848.0
2022-07-06,1009.3,98.0,26.5,25.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017.0
2022-07-07,1008.9,98.0,26.8,25.5,0.7,2412.0,2394.0,1080.0,180.0,2880.0,31554.0,54324.0,0.0,1450.0,10963.0,4327.0,2528.0,12056.0,9363.0,4573.0,2784.0,0.0,4643.0
2022-07-08,1003.7,98.0,26.1,25.1,1.0,900.0,1026.0,18.0,180.0,1728.0,17802.0,48384.0,18.0,6492.0,7453.0,4954.0,2778.0,8111.0,7984.0,3860.0,2054.0,1833.0,3111.0
2022-07-09,1002.0,89.0,26.7,26.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865.0
2022-07-11,1006.4,93.0,26.2,25.9,0.6,1530.0,288.0,0.0,306.0,6336.0,48402.0,42330.0,0.0,3188.0,9652.0,4809.0,0.0,11307.0,6248.0,3827.0,2459.0,0.0,4570.0
2022-07-12,1008.9,87.0,25.2,24.3,1.2,3906.0,7506.0,3618.0,1854.0,28746.0,147438.0,75924.0,0.0,2596.0,6463.0,4658.0,2090.0,3964.0,3259.0,2088.0,1420.0,0.0,5489.0
2022-07-13,1006.1,89.0,25.5,24.7,0.8,2880.0,306.0,1440.0,810.0,18144.0,74682.0,42858.0,0.0,8070.0,7173.0,3693.0,2256.0,6504.0,3662.0,2258.0,1459.0,0.0,2427.0
2022-07-15,999.4,97.0,24.2,24.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202.0
2022-07-16,998.5,94.0,24.2,23.7,0.7,270.0,0.0,0.0,0.0,1782.0,22500.0,20412.0,0.0,1980.0,7130.0,0.0,0.0,0.0,3864.0,2390.0,1128.0,0.0,2704.0
2022-07-18,1000.3,98.0,23.6,23.2,1.3,0.0,0.0,0.0,432.0,1008.0,11952.0,8100.0,0.0,23526.0,0.0,0.0,0.0,8421.0,6796.0,4329.0,3336.0,0.0,2159.0
2022-07-20,1006.5,94.0,23.8,23.1,1.0,54.0,522.0,0.0,72.0,990.0,9180.0,5364.0,0.0,51178.0,8333.0,3774.0,0.0,17222.0,8362.0,5774.0,4475.0,0.0,5472.0
2022-07-21,1002.3,93.0,23.4,21.2,1.3,1944.0,378.0,18.0,1422.0,15120.0,73962.0,47376.0,0.0,105970.0,9592.0,5153.0,2778.0,8660.0,4839.0,3352.0,1957.0,0.0,4989.0
2022-07-23,1006.8,97.0,23.4,22.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.0
2022-07-25,1008.9,96.0,24.0,23.5,0.7,4392.0,1494.0,108.0,954.0,11790.0,86814.0,219210.0,0.0,2300.0,7151.0,3150.0,1426.0,5964.0,4689.0,3111.0,1779.0,0.0,3830.0
2022-07-26,1010.5,96.0,24.4,23.6,0.5,2880.0,0.0,162.0,522.0,6480.0,52902.0,66384.0,0.0,48004.0,7884.0,0.0,2049.0,8017.0,5730.0,3205.0,2007.0,0.0,5195.0
2022-07-27,1010.5,93.0,25.1,24.2,0.8,1152.0,5562.0,72.0,594.0,6588.0,53262.0,15030.0,0.0,400.0,9240.0,5076.0,1389.0,7769.0,4903.0,2334.0,1235.0,0.0,4180.0
2022-07-28,1011.7,98.0,25.4,24.2,0.9,2502.0,2754.0,1170.0,2034.0,12366.0,74826.0,97344.0,0.0,2524.0,6869.0,4250.0,1734.0,4568.0,3921.0,2356.0,1279.0,0.0,4023.0
2022-07-29,1011.8,96.0,26.4,25.4,1.0,3240.0,630.0,108.0,1368.0,9720.0,30096.0,21978.0,0.0,1730.0,7820.0,5295.0,2222.0,2032.0,2342.0,1887.0,1174.0,0.0,3671.0
2022-07-30,1008.8,93.0,27.0,25.3,1.2,5544.0,792.0,1368.0,1692.0,7740.0,48690.0,69372.0,0.0,420.0,7061.0,5120.0,2610.0,5096.0,5065.0,3176.0,1330.0,0.0,4905.0
2022-08-01,1008.3,93.0,27.7,25.6,2.3,1260.0,4020.0,3210.0,0.0,0.0,108.0,0.0,0.0,32060.0,17609.0,9283.0,4663.0,0.0,0.0,1852.0,0.0,0.0,5618.0
2022-08-02,1011.7,98.0,26.9,25.0,1.4,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,93914.0,0.0,0.0,0.0,0.0,0.0,2317.0,0.0,0.0,6458.0
2022-08-03,1011.6,99.0,26.5,25.3,0.7,0.0,0.0,18.0,0.0,0.0,0.0,54.0,0.0,37516.0,0.0,0.0,2056.0,0.0,0.0,0.0,2333.0,0.0,5738.0
2022-08-04,1009.7,97.0,26.6,25.6,0.6,882.0,144.0,108.0,486.0,3240.0,43182.0,49176.0,18.0,73060.0,10397.0,4583.0,1574.0,9218.0,7951.0,4085.0,1773.0,1944.0,5868.0
2022-08-05,1007.0,98.0,26.6,25.1,0.5,3132.0,6786.0,1530.0,6624.0,19548.0,167634.0,139140.0,0.0,87206.0,9600.0,3878.0,1501.0,4517.0,3016.0,2420.0,1515.0,0.0,5449.0
2022-08-06,1006.4,97.0,27.2,26.2,0.6,1908.0,828.0,72.0,2484.0,9810.0,85536.0,70002.0,0.0,820.0,8712.0,3771.0,1458.0,4746.0,3989.0,2501.0,1320.0,0.0,3813.0
2022-08-08,1009.6,96.0,27.7,26.4,0.9,4734.0,1392.0,756.0,3546.0,28242.0,107208.0,115644.0,0.0,148696.0,9225.0,4408.0,1706.0,3987.0,3151.0,2149.0,1573.0,0.0,5249.0
2022-08-09,1009.3,95.0,27.9,26.9,0.8,10242.0,10876.0,4438.0,4572.0,17766.0,83808.0,107496.0,0.0,69066.0,10010.0,6386.0,2993.0,6506.0,4714.0,3221.0,1426.0,0.0,5272.0
2022-08-10,1008.3,97.0,27.5,26.4,0.8,270.0,36.0,126.0,702.0,7074.0,38988.0,18360.0,18.0,120220.0,9207.0,4444.0,2333.0,7108.0,5605.0,2990.0,2080.0,4444.0,5191.0
2022-08-11,1006.7,97.0,27.1,26.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,1005.8,97.0,26.6,26.0,0.7,220.0,1108.0,40.0,0.0,0.0,0.0,72.0,0.0,67996.0,12468.0,7986.0,3300.0,0.0,0.0,0.0,2778.0,0.0,5540.0
2022-08-13,1006.8,98.0,25.7,25.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4340.0
2022-08-15,1005.5,98.0,26.3,25.1,0.8,36.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,2610.0,6667.0,3778.0,1806.0,0.0,0.0,0.0,0.0,0.0,3492.0
2022-08-16,1005.3,98.0,25.0,23.9,1.6,14690.0,8620.0,1470.0,0.0,0.0,0.0,1096.0,0.0,0.0,7205.0,7745.0,2782.0,0.0,0.0,0.0,3461.0,0.0,0.0
2022-08-17,1006.4,98.0,24.3,23.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,64744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,5810.0
2022-08-18,1008.0,92.0,25.2,25.5,1.0,36.0,18.0,0.0,2430.0,17550.0,132282.0,105750.0,0.0,103540.0,10000.0,3333.0,0.0,7853.0,5409.0,3016.0,1770.0,0.0,5786.0
2022-08-19,1005.3,94.0,25.8,25.0,0.6,816.0,126.0,90.0,1908.0,11898.0,89838.0,158490.0,0.0,164276.0,13998.0,4921.0,2889.0,7416.0,5566.0,3490.0,1725.0,0.0,5742.0
2022-08-20,1003.2,98.0,25.2,23.9,1.0,6030.0,1458.0,792.0,3240.0,11376.0,115506.0,204156.0,0.0,2320.0,8597.0,3575.0,1468.0,6465.0,5427.0,2961.0,1245.0,0.0,2352.0
2022-08-22,1005.1,77.0,25.7,25.1,0.9,1836.0,36.0,72.0,1620.0,6372.0,50292.0,63252.0,0.0,768.0,9048.0,3472.0,2222.0,7367.0,5575.0,3533.0,1745.0,0.0,3566.0
2022-08-23,1006.0,90.0,26.0,25.8,0.5,5472.0,684.0,324.0,2466.0,6858.0,55728.0,94752.0,18.0,660.0,9760.0,3974.0,1685.0,7403.0,5731.0,3549.0,1269.0,2056.0,4458.0
2022-08-24,1007.4,89.0,24.7,26.7,1.8,5436.0,756.0,216.0,1710.0,5850.0,38034.0,85482.0,0.0,1564.0,8444.0,3606.0,1884.0,7386.0,6307.0,3900.0,1439.0,0.0,3816.0
2022-08-25,1007.2,83.0,25.2,26.6,1.0,2106.0,684.0,450.0,162.0,2034.0,23292.0,54018.0,0.0,95100.0,9227.0,4294.0,2309.0,9660.0,7081.0,3714.0,1225.0,0.0,5693.0
2022-08-27,1008.7,75.0,25.4,25.7,0.5,2898.0,918.0,360.0,1458.0,4770.0,46800.0,25938.0,18.0,1270.0,11002.0,3822.0,1686.0,9855.0,8490.0,4728.0,3379.0,1111.0,4109.0
2022-08-29,1014.4,81.0,26.0,26.8,1.1,1332.0,126.0,162.0,828.0,4104.0,30366.0,115290.0,0.0,97908.0,10413.0,4429.0,1691.0,10899.0,9260.0,6099.0,1318.0,0.0,5711.0
2022-08-30,1010.2,92.0,26.5,26.7,0.9,36.0,0.0,36.0,90.0,162.0,5724.0,43506.0,18.0,108982.0,8056.0,0.0,1444.0,16222.0,10926.0,4273.0,1242.0,6667.0,5706.0
2022-08-31,1007.2,91.0,25.5,26.3,0.9,864.0,288.0,162.0,3060.0,14472.0,113490.0,142110.0,54.0,71918.0,10273.0,5434.0,1920.0,9694.0,6943.0,4576.0,1746.0,3889.0,5615.0
2022-09-01,1012.4,82.0,25.3,26.3,1.5,774.0,126.0,126.0,234.0,1548.0,26928.0,7812.0,0.0,852.0,10880.0,3651.0,1048.0,18419.0,9256.0,5105.0,4285.0,0.0,5023.0
2022-09-02,1014.2,91.0,24.7,26.1,1.8,1962.0,0.0,0.0,918.0,2124.0,16578.0,12636.0,36.0,41318.0,9697.0,0.0,0.0,12810.0,11509.0,5921.0,1718.0,3583.0,5755.0
2022-09-04,1009.9,95.0,27.5,26.5,1.9,36.0,18.0,0.0,1620.0,9666.0,83340.0,57006.0,0.0,12620.0,6389.0,3667.0,0.0,7293.0,6866.0,4004.0,1429.0,0.0,5554.0
2022-09-05,1002.4,90.0,28.1,26.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,149656.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,0.0,5649.0
2022-09-06,998.1,77.0,25.5,25.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,1016.0,63.0,24.7,25.3,0.9,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70480.0,5556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.0
2022-09-08,1016.7,75.0,23.6,24.6,1.1,270.0,72.0,18.0,900.0,3384.0,24642.0,43344.0,0.0,154.0,11733.0,3819.0,1111.0,16256.0,7968.0,4518.0,1550.0,0.0,5260.0
2022-09-09,1016.5,79.0,23.5,23.9,1.5,792.0,432.0,288.0,360.0,1854.0,8064.0,38484.0,0.0,120.0,10150.0,3782.0,1406.0,7667.0,7162.0,4047.0,1178.0,0.0,5000.0
2022-09-14,1014.1,87.0,24.6,25.7,2.7,690.0,2610.0,580.0,0.0,0.0,0.0,764.0,0.0,112960.0,16086.0,7644.0,3279.0,0.0,0.0,0.0,3183.0,0.0,6081.0
2022-09-15,1011.6,88.0,24.3,24.7,2.6,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,35000.0,0.0,4000.0,0.0,0.0,0.0,0.0,2944.0,0.0,6033.0
2022-09-16,1009.2,95.0,24.5,24.6,1.4,72.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,3320.0,6111.0,0.0,0.0,0.0,0.0,0.0,3694.0,0.0,5343.0
2022-09-17,1007.1,92.0,25.2,24.1,0.9,1494.0,450.0,216.0,3402.0,26334.0,152640.0,147024.0,0.0,278.0,12942.0,4431.0,2083.0,8496.0,5202.0,3257.0,1451.0,0.0,5083.0
2022-09-19,994.1,80.0,25.2,23.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,22320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,0.0,0.0
2022-09-20,1012.3,66.0,21.5,24.0,3.8,270.0,108.0,180.0,0.0,0.0,1044.0,126.0,0.0,36396.0,10389.0,3380.0,2611.0,0.0,0.0,2523.0,3119.0,0.0,5818.0
2022-09-21,1016.6,66.0,21.2,24.6,2.0,270.0,198.0,180.0,1962.0,10296.0,123642.0,102060.0,0.0,90132.0,10204.0,5202.0,2056.0,6065.0,4770.0,2724.0,1528.0,0.0,5958.0
2022-09-22,1014.4,75.0,22.5,24.5,1.3,126.0,18.0,0.0,198.0,360.0,3474.0,1854.0,0.0,10260.0,10714.0,3056.0,0.0,16667.0,12333.0,5662.0,4343.0,0.0,6080.0
2022-09-23,1011.7,73.0,23.4,25.0,0.6,558.0,558.0,18.0,3438.0,16830.0,304704.0,161478.0,0.0,27520.0,8038.0,3435.0,2333.0,6971.0,6134.0,3317.0,2527.0,0.0,6102.0
2022-09-26,1015.9,78.0,22.6,23.8,0.5,1622.0,554.0,406.0,216.0,1278.0,8856.0,9576.0,0.0,23240.0,9223.0,7148.0,3337.0,10880.0,8721.0,6862.0,4125.0,0.0,6455.0
2022-09-27,1014.7,82.0,23.0,24.4,0.9,1278.0,306.0,576.0,1710.0,5976.0,118026.0,90036.0,18.0,9474.0,6660.0,4559.0,2125.0,11564.0,7153.0,3628.0,2616.0,2778.0,6021.0
2022-09-29,1014.1,75.0,23.4,23.9,0.4,2328.0,1296.0,1242.0,3150.0,19368.0,104616.0,79092.0,18.0,19660.0,10950.0,4637.0,3109.0,7381.0,5076.0,3577.0,1358.0,5000.0,6252.0
2022-10-01,1017.3,85.0,23.4,24.1,0.3,1368.0,882.0,810.0,2790.0,5058.0,14940.0,6534.0,0.0,19468.0,10417.0,4202.0,1456.0,6779.0,5730.0,4623.0,3727.0,0.0,5421.0
2022-10-02,1017.9,85.0,24.0,24.2,0.3,2052.0,0.0,666.0,810.0,3186.0,35586.0,15858.0,0.0,200.0,6989.0,0.0,1607.0,6133.0,5568.0,3982.0,2889.0,0.0,5000.0
2022-10-04,1012.5,90.0,23.3,23.9,1.6,5112.0,216.0,1782.0,1134.0,4590.0,31590.0,14580.0,0.0,61140.0,3245.0,5278.0,1662.0,8038.0,5899.0,4645.0,3673.0,0.0,6212.0
2022-10-05,1018.3,80.0,20.5,23.9,2.2,5358.0,1566.0,3078.0,18.0,468.0,3168.0,3132.0,72.0,21824.0,11651.0,4713.0,1657.0,6778.0,7515.0,5910.0,3077.0,5069.0,6076.0
2022-10-06,1017.8,75.0,20.7,23.9,1.3,288.0,198.0,810.0,0.0,0.0,594.0,0.0,0.0,26816.0,10872.0,4384.0,1940.0,0.0,0.0,2929.0,0.0,0.0,5864.0
2022-10-07,1017.6,67.0,19.7,23.8,1.3,1620.0,1278.0,1242.0,108.0,810.0,2448.0,24768.0,0.0,6242.0,11327.0,4348.0,1865.0,34259.0,17185.0,7412.0,983.0,0.0,5556.0
2022-10-10,1014.1,61.0,17.0,23.3,1.1,288.0,0.0,18.0,0.0,36.0,108.0,54.0,0.0,272.0,13559.0,0.0,278.0,0.0,15556.0,9630.0,4667.0,0.0,5305.0
2022-10-11,1019.8,58.0,17.3,22.6,0.9,4842.0,234.0,900.0,0.0,0.0,0.0,90.0,18.0,0.0,5459.0,3504.0,2200.0,0.0,0.0,0.0,3522.0,8333.0,0.0
2022-10-12,1024.6,68.0,19.0,23.1,1.2,3924.0,0.0,0.0,0.0,0.0,0.0,54.0,18.0,1900.0,4414.0,0.0,0.0,0.0,0.0,0.0,4259.0,5000.0,6253.0
2022-10-13,1022.7,66.0,21.1,22.9,1.8,0.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1206.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,7500.0,5182.0
2022-10-15,1018.3,77.0,20.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5788.0
2022-10-16,1017.1,80.0,20.6,21.3,0.7,0.0,36.0,36.0,522.0,2664.0,15102.0,11214.0,0.0,0.0,0.0,3111.0,1472.0,12969.0,7819.0,6057.0,4353.0,0.0,0.0
2022-10-17,1015.1,64.0,19.6,22.2,0.7,1350.0,72.0,1674.0,1404.0,6696.0,37260.0,24768.0,18.0,0.0,8833.0,4528.0,1591.0,13383.0,8417.0,6458.0,4864.0,7222.0,0.0
2022-10-18,1020.0,52.0,15.7,23.5,1.5,2268.0,1818.0,2754.0,1422.0,10548.0,14544.0,27432.0,108.0,21170.0,10940.0,4086.0,3357.0,9174.0,7838.0,7068.0,1192.0,3250.0,6150.0
2022-10-19,1024.1,48.0,15.9,22.7,0.9,1458.0,792.0,4860.0,0.0,0.0,0.0,0.0,54.0,956.0,7248.0,3774.0,1692.0,0.0,0.0,0.0,0.0,5556.0,7007.0
2022-10-20,1026.8,56.0,17.8,21.9,0.6,414.0,108.0,2502.0,0.0,0.0,0.0,504.0,0.0,21730.0,5652.0,4037.0,1578.0,0.0,0.0,0.0,4821.0,0.0,6460.0
2022-10-21,1024.2,67.0,19.5,20.5,0.3,180.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,3532.0,9000.0,0.0,2475.0,0.0,0.0,0.0,0.0,0.0,5047.0
2022-10-22,1019.4,79.0,20.2,20.6,0.3,234.0,36.0,144.0,1386.0,8928.0,60660.0,23346.0,0.0,6408.0,7393.0,4444.0,2417.0,12323.0,7786.0,5396.0,4077.0,0.0,3500.0
2022-10-23,1016.5,67.0,18.9,20.4,0.8,630.0,252.0,144.0,1170.0,3402.0,20484.0,7488.0,0.0,1050.0,6405.0,3452.0,1563.0,8462.0,7483.0,5474.0,3840.0,0.0,7054.0
2022-10-24,1018.6,55.0,16.2,22.0,1.3,1692.0,1980.0,2304.0,558.0,5292.0,14580.0,6336.0,522.0,6248.0,10242.0,4612.0,1608.0,11810.0,8077.0,6910.0,4343.0,6646.0,4218.0
2022-10-25,1025.8,64.0,15.8,22.2,2.2,1260.0,2870.0,3466.0,666.0,2448.0,14130.0,6552.0,720.0,4432.0,8171.0,3895.0,1595.0,11197.0,8351.0,6175.0,4516.0,5750.0,4629.0
2022-10-27,1024.0,65.0,19.0,21.2,0.7,450.0,756.0,576.0,1494.0,5058.0,15660.0,569844.0,288.0,140.0,8684.0,3226.0,1953.0,16663.0,8776.0,6879.0,898.0,6597.0,6700.0
2022-10-28,1024.6,77.0,18.8,22.0,1.0,1116.0,396.0,1026.0,9144.0,21600.0,120798.0,356526.0,918.0,8150.0,8297.0,5149.0,1742.0,8671.0,7521.0,5431.0,1137.0,6983.0,7430.0
2022-10-29,1025.4,70.0,18.7,21.6,1.5,18.0,216.0,36.0,1602.0,3492.0,16236.0,152208.0,18.0,1676.0,5556.0,2981.0,833.0,8670.0,7169.0,5765.0,1014.0,2778.0,4342.0
2022-10-31,1022.9,68.0,18.4,20.2,1.5,1224.0,288.0,2178.0,4050.0,12078.0,77796.0,650808.0,540.0,100.0,7628.0,4111.0,2412.0,7781.0,6086.0,5040.0,953.0,6270.0,7740.0
2022-11-01,1020.2,67.0,18.5,20.4,0.9,234.0,594.0,720.0,5742.0,15786.0,76824.0,414648.0,1296.0,260.0,7218.0,4667.0,2296.0,7343.0,6036.0,5082.0,1110.0,5125.0,6050.0
2022-11-02,1019.3,65.0,18.4,22.5,0.6,4014.0,1854.0,6246.0,3258.0,5058.0,25200.0,93690.0,1512.0,624.0,8473.0,3641.0,2123.0,6474.0,5931.0,5401.0,1318.0,5813.0,6056.0
2022-11-03,1016.9,56.0,18.6,22.6,0.5,2286.0,1458.0,4374.0,2376.0,21006.0,115578.0,933828.0,1620.0,1948.0,3427.0,3916.0,1673.0,8213.0,5374.0,4423.0,915.0,5956.0,6141.0
2022-11-04,1019.2,51.0,14.5,22.3,0.9,4770.0,306.0,1332.0,4176.0,9090.0,203058.0,1054380.0,252.0,4840.0,4813.0,4444.0,1715.0,8256.0,6421.0,4953.0,1324.0,5139.0,7304.0
2022-11-05,1022.9,40.0,13.7,21.3,1.1,810.0,558.0,1620.0,1170.0,2898.0,72918.0,645282.0,18.0,4824.0,7494.0,4043.0,1641.0,10358.0,7216.0,5133.0,890.0,5278.0,7488.0
2022-11-07,1022.6,59.0,16.2,22.1,0.5,1044.0,1854.0,4680.0,594.0,4284.0,47574.0,1028070.0,1134.0,926.0,8975.0,3823.0,1503.0,16542.0,7898.0,5784.0,722.0,5813.0,6605.0
2022-11-08,1024.3,57.0,17.6,21.6,0.4,162.0,468.0,234.0,72.0,1494.0,9540.0,1276146.0,90.0,850.0,10370.0,4002.0,1645.0,15069.0,8491.0,6029.0,589.0,3611.0,4580.0
2022-11-09,1024.6,63.0,17.4,19.6,0.4,162.0,162.0,18.0,216.0,504.0,7074.0,1191294.0,0.0,198.0,9660.0,4432.0,2222.0,18935.0,13615.0,6969.0,592.0,0.0,5556.0
2022-11-10,1024.1,56.0,18.2,19.7,0.3,1854.0,18.0,1692.0,72.0,468.0,4734.0,571122.0,540.0,1426.0,6926.0,3500.0,1804.0,12917.0,10209.0,7660.0,735.0,5269.0,6825.0
2022-11-11,1025.4,75.0,19.4,19.9,0.7,522.0,180.0,486.0,0.0,0.0,0.0,4032.0,36.0,728.0,10479.0,4944.0,1516.0,0.0,0.0,0.0,2391.0,4028.0,6783.0
2022-11-12,1018.8,90.0,19.1,18.7,0.6,1444.0,36.0,18.0,0.0,36.0,0.0,18.0,54.0,126.0,7811.0,3667.0,833.0,0.0,7222.0,0.0,2222.0,5759.0,4960.0
2022-11-14,1016.9,69.0,15.8,21.1,2.0,1152.0,216.0,1404.0,2358.0,4716.0,11448.0,213858.0,252.0,324.0,13383.0,4699.0,2029.0,9495.0,9050.0,9060.0,888.0,6369.0,3716.0
2022-11-15,1016.5,56.0,13.8,20.9,1.5,1620.0,0.0,900.0,0.0,0.0,0.0,612.0,378.0,20.0,8501.0,0.0,2111.0,0.0,0.0,0.0,4077.0,6616.0,7500.0
2022-11-16,1019.9,60.0,15.3,19.6,0.8,612.0,522.0,2106.0,252.0,666.0,9630.0,771156.0,144.0,0.0,14779.0,5716.0,1837.0,12683.0,13101.0,7635.0,567.0,9736.0,0.0
2022-11-17,1023.2,55.0,15.4,18.0,0.6,2448.0,666.0,1152.0,2196.0,5148.0,58554.0,1314900.0,432.0,0.0,9031.0,3752.0,1996.0,12074.0,8843.0,6102.0,686.0,7076.0,0.0
2022-11-19,1021.3,64.0,18.6,19.3,1.4,612.0,808.0,1708.0,2196.0,31032.0,25290.0,817806.0,684.0,20.0,12212.0,5413.0,1756.0,8635.0,5703.0,4584.0,486.0,8279.0,6750.0
2022-11-20,1019.1,72.0,18.0,20.1,1.1,54.0,0.0,18.0,26136.0,45396.0,187794.0,495828.0,0.0,200.0,3630.0,0.0,2667.0,5630.0,4745.0,4615.0,677.0,0.0,6550.0
2022-11-22,1018.7,76.0,17.4,20.6,0.8,4086.0,414.0,5184.0,3654.0,10692.0,49788.0,542466.0,486.0,60.0,10400.0,5135.0,2028.0,6804.0,6426.0,5700.0,812.0,9455.0,7667.0
2022-11-23,1014.8,70.0,17.2,20.9,1.5,504.0,648.0,1548.0,3672.0,27162.0,75258.0,310116.0,270.0,108.0,8742.0,4421.0,1925.0,7761.0,5842.0,5123.0,811.0,6941.0,3806.0
2022-11-24,1019.9,48.0,15.9,20.3,1.0,1008.0,90.0,1296.0,6192.0,25488.0,72666.0,233118.0,882.0,0.0,9846.0,3167.0,2636.0,7908.0,5785.0,5368.0,927.0,6443.0,0.0
2022-11-25,1018.8,69.0,17.1,19.9,0.6,1188.0,18.0,1440.0,1836.0,7758.0,44496.0,1836.0,720.0,20.0,9646.0,4444.0,2632.0,7645.0,6509.0,5528.0,3328.0,5778.0,6500.0
2022-11-26,1015.8,60.0,17.3,19.7,0.4,288.0,36.0,36.0,2520.0,10260.0,115650.0,910692.0,324.0,0.0,6441.0,2917.0,2500.0,7329.0,6243.0,5368.0,774.0,8127.0,0.0
2022-11-27,1020.0,58.0,16.0,19.3,0.6,54.0,108.0,0.0,2646.0,11412.0,99378.0,829008.0,0.0,0.0,10556.0,3889.0,0.0,5629.0,4816.0,4004.0,636.0,0.0,0.0
2022-11-28,1016.3,76.0,20.3,18.5,1.3,982.0,340.0,740.0,450.0,19872.0,67986.0,525816.0,1008.0,766.0,14122.0,7221.0,2695.0,14933.0,6319.0,5014.0,763.0,8057.0,7876.0
2022-11-30,1025.7,54.0,6.1,20.2,1.6,3186.0,306.0,1782.0,2124.0,10818.0,150156.0,505566.0,342.0,0.0,9125.0,3758.0,2025.0,7428.0,4295.0,3590.0,949.0,5152.0,0.0
2022-12-01,1028.8,55.0,4.1,18.2,1.3,36.0,0.0,36.0,3978.0,13932.0,243540.0,374778.0,432.0,140.0,7694.0,0.0,556.0,7884.0,5171.0,3878.0,1286.0,7926.0,6764.0
